PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,total_spend,group,is_alone,deck,Name_length,nl_short,has_spent,RoomServiceBin,FoodCourtBin,ShoppingMallBin,SpaBin,VRDeckBin,places_spent,total_spend_log,RoomServiceLog,FoodCourtLog,ShoppingMallLog,SpaLog,VRDeckLog,AgeBin
3671_01,1,0,E/246/S,0,50.0,0.0,43.0,661.0,1.0,85.0,0.0,Deany Avidson,False,790.0,3671,1,4,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2,1,2,0,1,0,3
3674_01,1,0,G/600/S,2,34.0,0.0,232.0,457.0,1.0,218.0,0.0,Ebonya Buchansen,True,908.0,3674,1,6,16.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2,2,2,0,2,0,2
3677_01,1,0,F/694/S,1,24.0,0.0,105.0,0.0,37.0,518.0,0.0,Glenna Valezaley,False,660.0,3677,1,5,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2,2,0,1,2,0,1
3678_01,1,0,E/247/S,0,24.0,0.0,0.0,0.0,788.0,0.0,3.0,Anny Bellarkerd,True,791.0,3678,1,4,15.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2,0,0,2,0,0,1
3679_01,0,0,B/116/P,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Diphah Dervalt,False,0.0,3679,1,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3680_01,0,0,C/121/P,2,35.0,0.0,0.0,388.0,0.0,1792.0,2891.0,Weias Platch,False,5071.0,3680,0,2,12.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,2,0,3,3,2
3680_02,0,1,C/121/P,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,3680,0,2,15.11031175059952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3681_01,0,1,B/144/S,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarrak Irived,True,0.0,3681,0,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3681_02,0,0,B/144/S,0,21.0,0.0,4.0,0.0,137.0,1640.0,455.0,Giedir Irived,False,2236.0,3681,0,1,13.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3,0,0,2,3,2,1
3682_01,2,1,F/761/P,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Wealke Ica,True,0.0,3682,1,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3686_01,1,0,F/696/S,0,24.0,0.0,25.0,284.0,0.0,330.0,64.0,Meremy Hineyley,False,703.0,3686,1,5,15.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2,1,2,0,2,1,1
3688_01,2,0,F/697/S,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Tark Onbre,True,0.0,3688,0,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3688_02,2,0,F/697/S,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pants Onbre,True,0.0,3688,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3688_03,2,1,F/697/S,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Donut Onbre,True,0.0,3688,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3690_01,1,0,F/762/P,0,35.0,0.0,0.0,30.0,357.0,435.0,0.0,Lestie Fowlesterez,True,822.0,3690,1,5,18.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2,0,1,2,2,0,2
3691_01,2,0,F/763/P,0,34.0,0.0,1404.0,0.0,4.0,359.0,0.0,Lig Cotte,False,1767.0,3691,1,5,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,3,0,0,2,0,2
3692_01,1,0,G/598/P,0,26.0,0.0,808.0,60.0,0.0,16.0,3.0,Kell Mcmahoney,False,887.0,3692,1,6,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2,2,1,0,1,0,1
3693_01,1,1,G/603/S,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Warry Sandry,True,0.0,3693,1,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3699_01,0,1,C/123/P,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Golaron Tronsive,True,0.0,3699,0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3699_02,0,0,C/123/P,2,25.0,0.0,0.0,17432.0,0.0,241.0,2102.0,Gorab Tronsive,True,19775.0,3699,0,2,14.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4,0,4,0,2,3,1
3699_03,0,1,C/123/P,2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Dabiton Tronsive,True,0.0,3699,0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3699_04,0,0,C/123/P,0,57.0,0.0,0.0,3859.0,13.0,195.0,3874.0,Azhah Tronsive,False,7941.0,3699,0,2,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3,0,3,1,2,3,3
3700_01,1,0,F/767/P,0,23.0,0.0,58.0,396.0,15.0,0.0,180.0,Coreee Midtt,False,649.0,3700,1,5,12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2,1,2,1,0,2,1
3702_01,2,1,E/220/P,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Tors Ramad,False,0.0,3702,1,4,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3703_01,2,1,F/768/P,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Ots Coflé,True,0.0,3703,0,5,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3703_02,2,0,F/768/P,0,20.0,0.0,1377.0,267.0,36.0,0.0,0.0,Shersp Coflé,False,1680.0,3703,0,5,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3,3,2,1,0,0,1
3704_01,1,0,F/699/S,0,21.0,0.0,120.0,235.0,0.0,0.0,0.0,Dia Loway,False,355.0,3704,1,5,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2,2,2,0,0,0,1
3705_01,1,0,F/769/P,0,19.0,0.0,238.0,1.0,28.0,207.0,119.0,Murie Hubert,False,593.0,3705,1,5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2,2,0,1,2,2,0
3706_01,2,0,F/770/P,0,16.0,0.0,424.0,0.0,246.0,370.0,0.0,Nilly Kidie,False,1040.0,3706,0,5,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,2,0,0
3706_02,2,0,F/770/P,0,18.0,0.0,131.0,0.0,980.0,1.0,0.0,Honda Kidie,True,1112.0,3706,0,5,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,0,0,0
3707_01,1,0,G/604/S,0,18.0,0.0,622.0,53.0,8.0,47.0,39.0,Marvey Delangleton,False,769.0,3707,0,6,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2,2,1,0,1,1,0
3707_02,1,0,G/604/S,0,22.0,0.0,0.0,0.0,889.0,0.0,0.0,Willey Delangleton,True,889.0,3707,0,6,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,2,0,0,1
3708_01,1,1,G/600/P,2,23.467391304347824,0.0,0.0,0.0,0.0,0.0,0.0,Deandy Trankliney,True,0.0,3708,1,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3710_01,1,0,G/601/P,2,35.0,0.0,432.0,0.0,377.0,0.0,0.0,Brie Loverceson,False,809.0,3710,0,6,15.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2,2,0,2,0,0,2
3710_02,1,0,G/601/P,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanny Loverceson,False,0.0,3710,0,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3710_03,1,1,G/601/P,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Rossie Loverceson,False,0.0,3710,0,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3711_01,2,1,F/700/S,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Coyal Quart,True,0.0,3711,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3711_02,2,0,F/700/S,0,31.0,0.0,3471.0,0.0,232.0,0.0,0.0,Poot Quart,False,3703.0,3711,0,5,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3,3,0,2,0,0,2
3711_03,2,1,F/700/S,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Nios Quart,True,0.0,3711,0,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3713_01,0,1,C/133/S,0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Alraida Trattle,True,0.0,3713,0,2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3713_02,0,1,C/133/S,2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Zosmark Trattle,True,0.0,3713,0,2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3713_03,0,1,C/133/S,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Gollux Trattle,True,0.0,3713,0,2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3714_01,2,0,F/702/S,0,45.0,0.0,48.0,1652.0,761.0,138.0,0.0,All Harta,False,2599.0,3714,0,5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3,1,3,2,2,0,3
3714_02,2,0,D/116/S,1,33.0,0.0,33.0,397.0,354.0,0.0,0.0,Cowl Harta,False,784.0,3714,0,3,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2,1,2,2,0,0,2
3715_01,1,1,G/602/P,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jasony Hubbarton,False,0.0,3715,0,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3715_02,1,1,G/602/P,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tamie Hubbarton,False,0.0,3715,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3715_03,1,0,G/602/P,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Vane Hubbarton,True,0.0,3715,0,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3715_04,1,1,G/602/P,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Hen Hubbarton,False,0.0,3715,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3716_01,1,0,G/603/P,0,18.0,0.0,18.0,2.0,1769.0,1.0,2.0,Fredy Batestonley,True,1792.0,3716,1,6,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3,1,0,3,0,0,0
3719_01,2,0,,0,28.0,1.0,1193.0,0.0,2509.0,0.0,0.0,Spros Mone,False,3702.0,3719,0,0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3,3,0,3,0,0,2
3719_02,2,1,F/704/S,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Gocock Mone,True,0.0,3719,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3724_01,1,1,G/609/S,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Yvonna Mcdowns,True,0.0,3724,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3726_01,1,1,G/604/P,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Brence Bardina,True,0.0,3726,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3728_01,1,1,G/612/S,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Dianya Roachoanand,True,0.0,3728,1,6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3729_01,1,1,G/605/P,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,3729,1,6,14.591192170818506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3732_01,0,1,A/43/S,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheleon Scoudelle,True,0.0,3732,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3732_02,0,0,A/43/S,0,29.0,0.0,0.0,8444.0,0.0,2989.0,8735.0,,False,20168.0,3732,0,0,15.11031175059952,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4,0,3,0,3,3,2
3732_03,0,1,A/43/S,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxonon Scoudelle,True,0.0,3732,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3732_04,0,0,A/43/S,2,27.0,0.0,3340.0,588.0,0.0,173.0,71.0,Duhra Scoudelle,False,4172.0,3732,0,0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,3,2,0,2,1,1
3733_01,0,0,D/118/S,0,34.0,1.0,0.0,4.0,0.0,685.0,1779.0,Dilatik Semootor,False,2468.0,3733,1,3,16.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,0,0,2,3,2
3734_01,1,1,G/606/P,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Mollen Bairdford,True,0.0,3734,1,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3735_01,0,0,D/119/S,0,43.0,0.0,2.0,3846.0,0.0,3.0,346.0,Zedarga Reeddommy,True,4197.0,3735,0,3,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,0,3,0,0,2,3
3735_02,0,0,D/119/S,2,30.0,0.0,0.0,787.0,116.0,1924.0,2.0,Shail Reeddommy,False,2829.0,3735,0,3,15.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3,0,2,2,3,0,2
3736_01,0,0,B/145/S,0,61.0,0.0,328.0,5193.0,0.0,20.0,533.0,Genif Amincrerus,True,6074.0,3736,1,1,16.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,2,3,0,1,2,3
3737_01,1,0,G/614/S,0,48.0,0.0,0.0,0.0,632.0,250.0,0.0,Ryany Bucklandez,False,882.0,3737,0,6,16.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2,0,0,2,2,0,3
3737_02,1,1,G/614/S,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellana Bucklandez,True,0.0,3737,0,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3739_01,1,0,G/615/S,0,19.0,0.0,0.0,312.0,2.0,76.0,418.0,Francy Johnsby,False,808.0,3739,1,6,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2,0,2,0,1,2,0
3741_01,0,1,B/117/P,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Tabik Pulgaly,True,0.0,3741,1,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3742_01,1,1,G/607/P,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Luzel Hickett,False,0.0,3742,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3742_02,1,1,G/607/P,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Paulia Hickett,True,0.0,3742,0,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3743_01,1,0,G/616/S,0,19.0,0.0,0.0,827.0,5.0,55.0,0.0,Lyny Jenningley,False,887.0,3743,1,6,15.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2,0,2,0,1,0,0
3744_01,2,0,E/249/S,1,34.0,1.0,0.0,490.0,869.0,0.0,0.0,Denuts Ropie,True,1359.0,3744,1,4,12.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3,0,2,2,0,0,2
3745_01,1,0,G/608/P,0,19.0,0.0,0.0,2.0,14.0,755.0,0.0,Ellena Mckinsond,False,771.0,3745,1,6,16.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2,0,0,1,2,0,0
3747_01,0,0,B/118/P,0,39.0,0.0,0.0,2576.0,0.0,234.0,237.0,Achium Entratable,False,3047.0,3747,0,1,17.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,3,0,2,2,3
3747_02,0,1,B/118/P,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesat Brakebarne,True,0.0,3747,0,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3747_03,0,0,B/118/P,0,53.0,0.0,0.0,3377.0,0.0,193.0,5563.0,Dsch Brakebarne,False,9133.0,3747,0,1,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,3,0,2,3,3
3747_04,0,1,B/118/P,2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Tabiton Ambleetive,True,0.0,3747,0,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3748_01,2,1,F/774/P,0,22.075,0.0,0.0,0.0,0.0,0.0,0.0,Pot Gin,True,0.0,3748,1,5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3749_01,0,1,B/119/P,2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Enibik Fordulgaug,True,0.0,3749,0,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3749_02,0,1,B/119/P,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Gimpus Fordulgaug,True,0.0,3749,0,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3750_01,1,0,F/775/P,0,18.0,0.0,64.0,0.0,3.0,3440.0,5.0,Antone Mayods,False,3512.0,3750,0,5,13.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3,1,0,0,3,0,0
3750_02,1,0,G/610/P,0,48.0,0.0,396.0,0.0,0.0,0.0,297.0,Leony Mayods,False,693.0,3750,0,6,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,2,0,0,0,2,3
3751_01,1,0,,0,24.0,0.0,0.0,274.0,594.0,35.0,658.0,Ambert Ericksonga,True,1561.0,3751,1,6,17.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3,0,2,2,1,2,1
3752_01,0,0,D/120/S,0,52.0,0.0,0.0,5.0,0.0,108.0,1788.0,Tarrak Femoused,False,1901.0,3752,1,3,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,0,0,2,3,3
3753_01,1,0,F/776/P,2,55.0,0.0,0.0,519.0,131.0,63.0,3.0,,False,716.0,3753,1,5,14.591192170818506,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2,0,2,2,1,0,3
3754_01,1,1,G/611/P,0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Naomin Sterson,True,0.0,3754,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3755_01,1,1,,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Stendy Gallencis,False,0.0,3755,0,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3755_02,1,1,G/612/P,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,3755,0,6,14.591192170818506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3756_01,2,1,F/707/S,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Blus Snoaf,True,0.0,3756,1,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3757_01,1,1,G/617/S,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Loresa Hubbarrison,True,0.0,3757,1,6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3758_01,1,0,G/618/S,0,18.0,0.0,381.0,4.0,0.0,0.0,368.0,Ianya Litthews,False,753.0,3758,0,6,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,2,0,0,0,2,0
3758_02,1,1,G/618/S,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Oraine Litthews,True,0.0,3758,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3759_01,1,1,G/619/S,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Elene Hendrys,True,0.0,3759,1,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3760_01,1,1,G/613/P,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Paulia Kennetty,True,0.0,3760,1,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3761_01,1,0,E/222/P,2,45.0,0.0,824.0,2196.0,385.0,19.0,1113.0,Nuscham Stingive,True,4537.0,3761,1,4,16.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3,2,3,2,1,3,3
3765_01,2,1,F/709/S,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayrin Cle,True,0.0,3765,1,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3767_01,0,0,B/146/S,2,44.0,0.0,0.0,280.0,112.0,0.0,9244.0,Sadaton Alenat,False,9636.0,3767,1,1,14.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3,0,2,2,0,3,3
3768_01,1,0,F/710/S,0,20.0,0.0,0.0,0.0,717.0,0.0,0.0,Jonaye Rushing,True,717.0,3768,1,5,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,2,0,0,1
3769_01,2,0,E/251/S,0,47.0,0.0,1037.0,0.0,258.0,4.0,0.0,Guar Stead,False,1299.0,3769,1,4,10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,3,0,2,0,0,3
3770_01,1,1,G/615/P,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Deandy Anthompson,True,0.0,3770,1,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3771_01,0,0,B/120/P,0,28.0,0.0,80.0,828.0,0.0,4494.0,4269.0,Mesarid Pinoffent,False,9671.0,3771,1,1,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,1,2,0,3,3,2
3772_01,1,0,G/616/P,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarah Castron,True,0.0,3772,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3772_02,1,0,F/777/P,0,20.0,0.0,0.0,0.0,422.0,0.0,0.0,Tany Castron,True,422.0,3772,0,5,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,2,0,0,1
3773_01,1,0,F/711/S,1,22.0,0.0,2.0,257.0,348.0,2.0,0.0,Ivanna Prestonard,True,609.0,3773,0,5,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2,0,2,2,0,0,1
3773_02,1,0,F/711/S,0,42.0,0.0,55.0,0.0,1503.0,0.0,0.0,Joeula Prestonard,True,1558.0,3773,0,5,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3,1,0,3,0,0,3
3773_03,1,0,F/711/S,1,23.0,0.0,0.0,552.0,44.0,0.0,661.0,Wena Prestonard,True,1257.0,3773,0,5,15.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3,0,2,1,0,2,1
3774_01,1,0,F/778/P,0,30.0,0.0,513.0,0.0,0.0,0.0,317.0,Wayney Willy,False,830.0,3774,0,5,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,2,0,0,0,2,2
3774_02,1,1,G/617/P,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Nelly Willy,False,0.0,3774,0,6,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3774_03,1,0,F/778/P,0,35.0,0.0,227.0,117.0,394.0,9.0,56.0,Dorah Willy,False,803.0,3774,0,5,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2,2,2,2,0,1,2
3775_01,2,1,F/712/S,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Coate Buche,True,0.0,3775,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3775_02,2,1,F/712/S,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Colax Killé,True,0.0,3775,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
3776_01,0,0,C/134/S,0,29.0,0.0,2.0,407.0,4509.0,1433.0,9.0,Sinon Gearitte,True,6360.0,3776,1,2,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3,0,2,3,3,0,2
3777_01,0,1,B/147/S,2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Mareson Clunic,True,0.0,3777,1,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
3778_01,1,0,F/713/S,0,48.0,0.0,0.0,21.0,0.0,0.0,786.0,Geneen Morrencis,True,807.0,3778,1,5,16.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2,0,1,0,0,2,3
3779_01,1,0,F/714/S,0,24.0,0.0,1.0,677.0,13.0,10.0,0.0,Ambert Tranciams,True,701.0,3779,1,5,16.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2,0,2,1,1,0,1
3781_01,0,0,A/44/S,0,38.0,0.0,821.0,960.0,0.0,27.0,321.0,Sabit Spirfuent,False,2129.0,3781,1,0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,2,2,0,1,2,2
3783_01,1,0,F/780/P,2,51.0,0.0,183.0,0.0,1.0,0.0,1103.0,Hilly Wolffy,False,1287.0,3783,1,5,12.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3,2,0,0,0,3,3
